epoch,training accuracy,training loss,training error,validation accuracy,validation loss,validation error,learning rate,time,test accuracy,test loss,test error
727,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0010000,2,,,
728,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0010000,2,,,
729,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0010000,2,,,
730,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0010000,2,0.0000,0.0000,0.0000
731,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0010000,2,,,
732,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0010000,2,,,
733,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0010000,2,,,
734,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0010000,2,,,
735,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0010000,2,,,
736,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0010000,2,,,
737,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0010000,2,,,
738,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0010000,2,,,
739,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0010000,2,,,
740,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0010000,2,0.0000,0.0000,0.0000
741,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0010000,2,,,
742,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0010000,2,,,
743,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0010000,2,,,
744,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0010000,2,,,
745,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0010000,2,,,
746,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0010000,2,,,
747,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0010000,2,,,
748,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0010000,2,,,
749,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0010000,2,,,
750,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0010000,2,0.0000,0.0000,0.0000
751,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0010000,2,,,
752,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0010000,2,,,
753,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0010000,2,,,
754,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0010000,2,,,
755,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0010000,2,,,
756,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0010000,2,,,
757,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0010000,2,,,
758,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0010000,2,,,
759,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0010000,2,,,
760,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0010000,2,0.0000,0.0000,0.0000
761,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0010000,2,,,
762,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0010000,2,,,
763,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0010000,2,,,
764,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0010000,2,,,
765,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0010000,2,,,
766,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0010000,2,,,
767,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0010000,2,,,
768,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0010000,2,,,
769,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0010000,2,,,
770,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0010000,2,0.0000,0.0000,0.0000
771,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0010000,2,,,
772,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0010000,2,,,
773,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0010000,2,,,
774,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0010000,2,,,
775,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0010000,2,,,
776,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0010000,2,,,
777,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0010000,2,,,
778,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0010000,2,,,
779,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0010000,2,,,
780,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0010000,2,0.0000,0.0000,0.0000
781,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0010000,2,,,
782,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0010000,2,,,
783,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0010000,2,,,
784,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0010000,2,,,
785,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0010000,2,,,
786,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0010000,2,,,
787,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0010000,2,,,
788,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0010000,2,,,
789,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0010000,2,,,
790,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0010000,2,0.0000,0.0000,0.0000
791,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0010000,2,,,
792,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0010000,2,,,
793,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0010000,2,,,
794,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0010000,2,,,
795,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0010000,2,,,
796,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0010000,2,,,
797,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0010000,2,,,
798,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0010000,2,,,
799,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0010000,2,,,
800,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0010000,2,0.0000,0.0000,0.0000
801,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0010000,2,,,
802,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0010000,2,,,
803,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0010000,2,,,
804,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0010000,2,,,
805,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0010000,2,,,
806,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0010000,3,,,
807,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0010000,3,,,
808,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0010000,3,,,
809,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0010000,3,,,
810,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0010000,3,0.0000,0.0000,0.0000
811,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0010000,3,,,
812,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0010000,3,,,
813,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0010000,3,,,
814,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0010000,3,,,
815,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0010000,3,,,
816,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0010000,3,,,
817,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0010000,3,,,
818,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0010000,3,,,
819,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0010000,3,,,
820,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0010000,3,0.0000,0.0000,0.0000
821,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0010000,3,,,
822,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0010000,3,,,
823,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0010000,3,,,
824,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0010000,3,,,
825,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0010000,3,,,
826,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0010000,3,,,
827,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0010000,3,,,
828,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0010000,3,,,
829,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0010000,3,,,
830,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0010000,3,0.0000,0.0000,0.0000
831,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0010000,3,,,
832,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0010000,3,,,
833,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0010000,3,,,
834,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0010000,3,,,
835,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0010000,3,,,
836,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0010000,3,,,
837,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0010000,3,,,
838,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0010000,3,,,
839,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0010000,3,,,
840,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0010000,3,0.0000,0.0000,0.0000
841,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0010000,3,,,
842,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0010000,3,,,
843,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0010000,3,,,
844,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0010000,3,,,
845,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0010000,3,,,
846,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0010000,3,,,
847,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0010000,3,,,
848,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0010000,3,,,
849,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0010000,3,,,
850,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0010000,3,0.0000,0.0000,0.0000
851,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0010000,3,,,
852,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0010000,3,,,
853,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0010000,3,,,
854,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0010000,3,,,
855,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0010000,3,,,
856,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0010000,3,,,
857,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0010000,3,,,
858,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0010000,3,,,
859,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0010000,3,,,
860,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0010000,3,0.0000,0.0000,0.0000
861,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0010000,3,,,
862,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0010000,3,,,
863,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0010000,3,,,
864,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0010000,3,,,
865,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0010000,3,,,
866,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0010000,3,,,
867,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0010000,3,,,
868,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0010000,3,,,
869,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0010000,3,,,
870,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0010000,3,0.0000,0.0000,0.0000
871,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0010000,3,,,
872,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0010000,3,,,
873,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0010000,3,,,
874,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0010000,3,,,
875,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0010000,3,,,
876,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0010000,3,,,
877,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0010000,3,,,
878,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0010000,3,,,
879,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0010000,3,,,
880,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0010000,3,0.0000,0.0000,0.0000
881,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0010000,3,,,
882,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0010000,3,,,
883,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0010000,3,,,
884,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0010000,3,,,
885,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0010000,3,,,
886,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0010000,3,,,
887,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0010000,3,,,
888,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0010000,3,,,
889,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0010000,3,,,
890,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0010000,3,0.0000,0.0000,0.0000
891,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0010000,3,,,
892,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0010000,3,,,
893,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0010000,3,,,
894,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0010000,3,,,
895,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0010000,3,,,
896,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0010000,3,,,
897,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0010000,3,,,
898,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0010000,3,,,
899,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0010000,3,,,
900,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0010000,3,0.0000,0.0000,0.0000
901,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0010000,3,,,
902,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0010000,3,,,
903,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0010000,3,,,
904,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0010000,3,,,
905,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0010000,3,,,
906,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0010000,3,,,
907,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0010000,3,,,
908,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0010000,3,,,
909,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0010000,3,,,
910,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0010000,3,0.0000,0.0000,0.0000
911,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0010000,3,,,
912,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0010000,3,,,
913,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0010000,3,,,
914,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0010000,3,,,
915,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0010000,3,,,
916,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0010000,3,,,
917,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0010000,3,,,
918,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0010000,3,,,
919,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0010000,3,,,
920,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0010000,3,0.0000,0.0000,0.0000
921,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0010000,3,,,
922,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0010000,3,,,
923,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0010000,3,,,
924,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0010000,3,,,
925,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0010000,3,,,
926,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0010000,3,,,
927,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0010000,3,,,
928,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0010000,3,,,
929,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0010000,3,,,
930,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0010000,3,0.0000,0.0000,0.0000
931,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0010000,3,,,
932,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0010000,3,,,
933,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0010000,3,,,
934,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0010000,3,,,
935,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0010000,3,,,
936,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0010000,3,,,
937,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0010000,3,,,
938,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0010000,3,,,
939,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0010000,3,,,
940,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0010000,3,0.0000,0.0000,0.0000
941,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0010000,3,,,
942,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0010000,3,,,
943,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0010000,3,,,
944,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0010000,3,,,
945,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0010000,3,,,
946,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0010000,3,,,
947,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0010000,3,,,
948,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0010000,3,,,
949,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0010000,3,,,
950,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0010000,3,0.0000,0.0000,0.0000
951,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0010000,3,,,
952,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0010000,3,,,
953,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0010000,3,,,
954,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0010000,3,,,
955,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0010000,3,,,
956,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0010000,3,,,
957,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0010000,3,,,
958,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0010000,3,,,
959,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0010000,3,,,
960,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0010000,3,0.0000,0.0000,0.0000
961,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0010000,3,,,
962,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0010000,3,,,
963,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0010000,3,,,
964,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0010000,3,,,
965,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0010000,3,,,
966,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0010000,3,,,
967,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0010000,3,,,
968,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0010000,3,,,
969,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0010000,3,,,
970,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0010000,3,0.0000,0.0000,0.0000
971,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0010000,3,,,
972,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0010000,3,,,
973,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0010000,3,,,
974,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0010000,3,,,
975,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0010000,3,,,
976,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0010000,3,,,
977,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0010000,3,,,
978,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0010000,3,,,
979,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0010000,3,,,
980,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0010000,3,0.0000,0.0000,0.0000
981,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0010000,3,,,
982,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0010000,3,,,
983,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0010000,3,,,
984,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0010000,3,,,
985,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0010000,3,,,
986,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0010000,3,,,
987,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0010000,3,,,
988,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0010000,3,,,
989,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0010000,3,,,
990,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0010000,3,0.0000,0.0000,0.0000
991,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0010000,3,,,
992,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0010000,3,,,
993,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0010000,3,,,
994,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0010000,3,,,
995,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0010000,3,,,
996,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0010000,3,,,
997,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0010000,3,,,
998,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0010000,3,,,
999,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0010000,3,,,
1000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0010000,3,0.0000,0.0000,0.0000
1001,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0010000,3,,,
1002,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0010000,3,,,
1003,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0010000,3,,,
1004,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0010000,3,,,
1005,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0010000,3,,,
1006,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0010000,3,,,
1007,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0010000,3,,,
1008,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0010000,3,,,
1009,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0010000,3,,,
1010,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0010000,3,0.0000,0.0000,0.0000
1011,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0010000,3,,,
1012,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0010000,3,,,
1013,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0010000,3,,,
1014,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0010000,3,,,
1015,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0010000,3,,,
1016,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0010000,3,,,
1017,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0010000,3,,,
1018,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0010000,3,,,
1019,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0010000,3,,,
1020,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0010000,3,0.0000,0.0000,0.0000
1021,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0010000,3,,,
1022,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0010000,3,,,
1023,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0010000,3,,,
1024,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0010000,3,,,
1025,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0010000,3,,,
1026,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0010000,3,,,
1027,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0010000,3,,,
1028,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0010000,3,,,
1029,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0010000,3,,,
1030,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0010000,3,0.0000,0.0000,0.0000
1031,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0010000,3,,,
1032,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0010000,3,,,
1033,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0010000,3,,,
1034,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0010000,3,,,
1035,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0010000,3,,,
1036,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0010000,3,,,
1037,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0010000,3,,,
1038,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0010000,3,,,
1039,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0010000,3,,,
1040,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0010000,3,0.0000,0.0000,0.0000
